Date,Year_Month,Commodity,Unit,City,Price_PKR
2024-12-01,2024-12,Potatoes,1 Kg,Bahawalpur,126.22
2024-12-01,2024-12,Potatoes,1 Kg,Karachi,113.97
2024-12-01,2024-12,Potatoes,1 Kg,Hyderabad,108.5
2024-12-01,2024-12,Potatoes,1 Kg,Sukkur,114.65
2024-12-01,2024-12,Potatoes,1 Kg,Larkana,90.33
2024-12-01,2024-12,Potatoes,1 Kg,Peshawar,121.07
2024-12-01,2024-12,Potatoes,1 Kg,Bannu,108.75
2024-12-01,2024-12,Potatoes,1 Kg,Quetta,97.78
2024-12-01,2024-12,Potatoes,1 Kg,Khuzdar,112.19
2024-12-01,2024-12,Onions,1 Kg,National Average,141.85
2024-12-01,2024-12,Onions,1 Kg,Islamabad,171.61
2024-12-01,2024-12,Onions,1 Kg,Rawalpindi,157.29
2024-12-01,2024-12,Onions,1 Kg,Gujranwala,151.62
2024-12-01,2024-12,Onions,1 Kg,Sialkot,159.37
2024-12-01,2024-12,Onions,1 Kg,Lahore,152.27
2024-12-01,2024-12,Onions,1 Kg,Faisalabad,133.06
2024-12-01,2024-12,Onions,1 Kg,Sargodha,134.65
2024-12-01,2024-12,Onions,1 Kg,Multan,141.85
2024-12-01,2024-12,Onions,1 Kg,Bahawalpur,138.89
2024-12-01,2024-12,Onions,1 Kg,Karachi,147.51
2024-12-01,2024-12,Onions,1 Kg,Hyderabad,140.59
2024-12-01,2024-12,Onions,1 Kg,Sukkur,134.66
2024-12-01,2024-12,Onions,1 Kg,Larkana,130.29
2024-12-01,2024-12,Onions,1 Kg,Peshawar,151.53
2024-12-01,2024-12,Onions,1 Kg,Bannu,117.92
2024-12-01,2024-12,Onions,1 Kg,Quetta,124.66
2024-12-01,2024-12,Onions,1 Kg,Khuzdar,134.2
2024-12-01,2024-12,Tomatoes,1 Kg,National Average,178.45
2024-12-01,2024-12,Tomatoes,1 Kg,Islamabad,225.48
2024-12-01,2024-12,Tomatoes,1 Kg,Rawalpindi,212.84
2024-12-01,2024-12,Tomatoes,1 Kg,Gujranwala,192.88
2024-12-01,2024-12,Tomatoes,1 Kg,Sialkot,187.61
2024-12-01,2024-12,Tomatoes,1 Kg,Lahore,188.75
2024-12-01,2024-12,Tomatoes,1 Kg,Faisalabad,160.26
2024-12-01,2024-12,Tomatoes,1 Kg,Sargodha,166.05
2024-12-01,2024-12,Tomatoes,1 Kg,Multan,170.43
2024-12-01,2024-12,Tomatoes,1 Kg,Bahawalpur,179.61
2024-12-01,2024-12,Tomatoes,1 Kg,Karachi,174.79
2024-12-01,2024-12,Tomatoes,1 Kg,Hyderabad,159.85
2024-12-01,2024-12,Tomatoes,1 Kg,Sukkur,162.63
2024-12-01,2024-12,Tomatoes,1 Kg,Larkana,160.78
2024-12-01,2024-12,Tomatoes,1 Kg,Peshawar,192.67
2024-12-01,2024-12,Tomatoes,1 Kg,Bannu,158.36
2024-12-01,2024-12,Tomatoes,1 Kg,Quetta,166.96
2024-12-01,2024-12,Tomatoes,1 Kg,Khuzdar,189.9
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,National Average,301.03
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Islamabad,348.79
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Rawalpindi,347.96
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Gujranwala,280.0
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Sialkot,280.0
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Lahore,290.84
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Faisalabad,332.16
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Sargodha,272.58
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Multan,311.51
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Bahawalpur,280.0
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Karachi,296.52
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Hyderabad,307.85
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Sukkur,300.0
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Larkana,282.59
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Peshawar,293.46
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Bannu,280.0
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Quetta,343.85
2025-01-01,2025-01,Pulse Masoor (Washed),1 Kg,Khuzdar,286.51
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,National Average,402.44
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Islamabad,419.04
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Rawalpindi,393.48
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Gujranwala,396.64
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Sialkot,380.0
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Lahore,400.05
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Faisalabad,376.21
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Sargodha,375.25
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Multan,424.28
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Bahawalpur,385.18
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Karachi,398.37
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Hyderabad,410.52
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Sukkur,427.98
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Larkana,397.14
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Peshawar,397.69
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Bannu,395.92
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Quetta,463.93
2025-01-01,2025-01,Pulse Moong (Washed),1 Kg,Khuzdar,409.14
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,National Average,494.66
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Islamabad,513.17
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Rawalpindi,493.85
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Gujranwala,474.62
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Sialkot,465.97
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Lahore,508.49
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Faisalabad,512.41
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Sargodha,506.38
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Multan,486.58
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Bahawalpur,476.64
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Karachi,456.4
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Hyderabad,476.77
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Sukkur,520.0
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Larkana,552.59
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Peshawar,455.31
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Bannu,500.0
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Quetta,577.95
2025-01-01,2025-01,Pulse Mash (Washed),1 Kg,Khuzdar,450.5
2025-01-01,2025-01,Pulse Gram,1 Kg,National Average,361.46
2025-01-01,2025-01,Pulse Gram,1 Kg,Islamabad,397.76
2025-01-01,2025-01,Pulse Gram,1 Kg,Rawalpindi,385.2
2025-01-01,2025-01,Pulse Gram,1 Kg,Gujranwala,323.71
2025-01-01,2025-01,Pulse Gram,1 Kg,Sialkot,315.83
2025-01-01,2025-01,Pulse Gram,1 Kg,Lahore,332.75
2025-01-01,2025-01,Pulse Gram,1 Kg,Faisalabad,329.3
2025-01-01,2025-01,Pulse Gram,1 Kg,Sargodha,337.86
2025-01-01,2025-01,Pulse Gram,1 Kg,Multan,367.43
2025-01-01,2025-01,Pulse Gram,1 Kg,Bahawalpur,372.36
2025-01-01,2025-01,Pulse Gram,1 Kg,Karachi,367.58
2025-01-01,2025-01,Pulse Gram,1 Kg,Hyderabad,364.34
2025-01-01,2025-01,Pulse Gram,1 Kg,Sukkur,401.17
2025-01-01,2025-01,Pulse Gram,1 Kg,Larkana,370.66
2025-01-01,2025-01,Pulse Gram,1 Kg,Peshawar,367.91
2025-01-01,2025-01,Pulse Gram,1 Kg,Bannu,346.5
2025-01-01,2025-01,Pulse Gram,1 Kg,Quetta,415.87
2025-01-01,2025-01,Pulse Gram,1 Kg,Khuzdar,366.35
2025-01-01,2025-01,Potatoes,1 Kg,National Average,87.4
2025-01-01,2025-01,Potatoes,1 Kg,Islamabad,108.04
2025-01-01,2025-01,Potatoes,1 Kg,Rawalpindi,101.82
2025-01-01,2025-01,Potatoes,1 Kg,Gujranwala,90.72
2025-01-01,2025-01,Potatoes,1 Kg,Sialkot,86.53
2025-01-01,2025-01,Potatoes,1 Kg,Lahore,87.92
2025-01-01,2025-01,Potatoes,1 Kg,Faisalabad,76.21
2025-01-01,2025-01,Potatoes,1 Kg,Sargodha,72.59
2025-01-01,2025-01,Potatoes,1 Kg,Multan,86.53
2025-01-01,2025-01,Potatoes,1 Kg,Bahawalpur,89.62
2025-01-01,2025-01,Potatoes,1 Kg,Karachi,86.49
2025-01-01,2025-01,Potatoes,1 Kg,Hyderabad,77.79
2025-01-01,2025-01,Potatoes,1 Kg,Sukkur,76.74
2025-01-01,2025-01,Potatoes,1 Kg,Larkana,72.83
2025-01-01,2025-01,Potatoes,1 Kg,Peshawar,109.73
2025-01-01,2025-01,Potatoes,1 Kg,Bannu,84.09
2025-01-01,2025-01,Potatoes,1 Kg,Quetta,87.67
2025-01-01,2025-01,Potatoes,1 Kg,Khuzdar,102.32
2025-01-01,2025-01,Onions,1 Kg,National Average,118.07
2025-01-01,2025-01,Onions,1 Kg,Islamabad,150.5
2025-01-01,2025-01,Onions,1 Kg,Rawalpindi,142.14
2025-01-01,2025-01,Onions,1 Kg,Gujranwala,130.47
2025-01-01,2025-01,Onions,1 Kg,Sialkot,132.75
2025-01-01,2025-01,Onions,1 Kg,Lahore,122.21
2025-01-01,2025-01,Onions,1 Kg,Faisalabad,104.28
2025-01-01,2025-01,Onions,1 Kg,Sargodha,113.2
2025-01-01,2025-01,Onions,1 Kg,Multan,108.78
2025-01-01,2025-01,Onions,1 Kg,Bahawalpur,112.55
2025-01-01,2025-01,Onions,1 Kg,Karachi,116.94
2025-01-01,2025-01,Onions,1 Kg,Hyderabad,103.92
2025-01-01,2025-01,Onions,1 Kg,Sukkur,102.88
2025-01-01,2025-01,Onions,1 Kg,Larkana,111.04
2025-01-01,2025-01,Onions,1 Kg,Peshawar,138.0
2025-01-01,2025-01,Onions,1 Kg,Bannu,108.88
2025-01-01,2025-01,Onions,1 Kg,Quetta,115.93
2025-01-01,2025-01,Onions,1 Kg,Khuzdar,106.35
2025-01-01,2025-01,Tomatoes,1 Kg,National Average,119.02
2025-01-01,2025-01,Tomatoes,1 Kg,Islamabad,160.16
2025-01-01,2025-01,Tomatoes,1 Kg,Rawalpindi,144.92
2025-01-01,2025-01,Tomatoes,1 Kg,Gujranwala,145.64
2025-01-01,2025-01,Tomatoes,1 Kg,Sialkot,139.28
2025-01-01,2025-01,Tomatoes,1 Kg,Lahore,127.53
2025-01-01,2025-01,Tomatoes,1 Kg,Faisalabad,110.02
2025-01-01,2025-01,Tomatoes,1 Kg,Sargodha,104.36
2025-01-01,2025-01,Tomatoes,1 Kg,Multan,113.36
2025-01-01,2025-01,Tomatoes,1 Kg,Bahawalpur,122.14
2025-01-01,2025-01,Tomatoes,1 Kg,Karachi,99.05
2025-01-01,2025-01,Tomatoes,1 Kg,Hyderabad,86.16
2025-01-01,2025-01,Tomatoes,1 Kg,Sukkur,96.62
2025-01-01,2025-01,Tomatoes,1 Kg,Larkana,105.14
2025-01-01,2025-01,Tomatoes,1 Kg,Peshawar,138.84
2025-01-01,2025-01,Tomatoes,1 Kg,Bannu,107.89
2025-01-01,2025-01,Tomatoes,1 Kg,Quetta,118.57
2025-01-01,2025-01,Tomatoes,1 Kg,Khuzdar,131.24
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,National Average,298.55
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Islamabad,348.79
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Rawalpindi,347.96
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Gujranwala,280.0
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Sialkot,280.0
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Lahore,290.84
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Faisalabad,291.1
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Sargodha,276.63
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Multan,314.26
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Bahawalpur,280.0
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Karachi,294.94
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Hyderabad,304.88
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Sukkur,300.0
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Larkana,280.0
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Peshawar,298.87
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Bannu,280.0
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Quetta,334.9
2025-02-01,2025-02,Pulse Masoor (Washed),1 Kg,Khuzdar,286.51
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,National Average,400.88
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Islamabad,432.27
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Rawalpindi,398.54
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Gujranwala,396.64
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Sialkot,380.0
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Lahore,406.13
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Faisalabad,308.1
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Sargodha,382.48
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Multan,403.64
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Bahawalpur,394.97
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Karachi,397.33
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Hyderabad,417.87
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Sukkur,430.0
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Larkana,411.47
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Peshawar,419.97
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Bannu,400.0
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Quetta,452.37
2025-02-01,2025-02,Pulse Moong (Washed),1 Kg,Khuzdar,403.26
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,National Average,483.03
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Islamabad,503.75
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Rawalpindi,489.9
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Gujranwala,467.2
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Sialkot,452.42
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Lahore,503.41
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Faisalabad,479.19
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Sargodha,471.65
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Multan,479.81
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Bahawalpur,473.27
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Karachi,429.68
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Hyderabad,453.27
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Sukkur,494.73
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Larkana,554.1
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Peshawar,456.08
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Bannu,500.0
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Quetta,537.3
2025-02-01,2025-02,Pulse Mash (Washed),1 Kg,Khuzdar,481.13
2025-02-01,2025-02,Pulse Gram,1 Kg,National Average,332.51
2025-02-01,2025-02,Pulse Gram,1 Kg,Islamabad,387.03
2025-02-01,2025-02,Pulse Gram,1 Kg,Rawalpindi,376.6
2025-02-01,2025-02,Pulse Gram,1 Kg,Gujranwala,300.0
2025-02-01,2025-02,Pulse Gram,1 Kg,Sialkot,310.0
2025-02-01,2025-02,Pulse Gram,1 Kg,Lahore,298.97
2025-02-01,2025-02,Pulse Gram,1 Kg,Faisalabad,292.28
2025-02-01,2025-02,Pulse Gram,1 Kg,Sargodha,304.07
2025-02-01,2025-02,Pulse Gram,1 Kg,Multan,341.63
2025-02-01,2025-02,Pulse Gram,1 Kg,Bahawalpur,322.88
2025-02-01,2025-02,Pulse Gram,1 Kg,Karachi,321.54
2025-02-01,2025-02,Pulse Gram,1 Kg,Hyderabad,313.08
2025-02-01,2025-02,Pulse Gram,1 Kg,Sukkur,380.64
2025-02-01,2025-02,Pulse Gram,1 Kg,Larkana,355.68
2025-02-01,2025-02,Pulse Gram,1 Kg,Peshawar,332.9
2025-02-01,2025-02,Pulse Gram,1 Kg,Bannu,308.2
2025-02-01,2025-02,Pulse Gram,1 Kg,Quetta,364.77
2025-02-01,2025-02,Pulse Gram,1 Kg,Khuzdar,366.38
2025-02-01,2025-02,Potatoes,1 Kg,National Average,68.31
2025-02-01,2025-02,Potatoes,1 Kg,Islamabad,85.53
2025-02-01,2025-02,Potatoes,1 Kg,Rawalpindi,78.49
2025-02-01,2025-02,Potatoes,1 Kg,Gujranwala,70.66
2025-02-01,2025-02,Potatoes,1 Kg,Sialkot,63.16
2025-02-01,2025-02,Potatoes,1 Kg,Lahore,68.6
2025-02-01,2025-02,Potatoes,1 Kg,Faisalabad,58.07
2025-02-01,2025-02,Potatoes,1 Kg,Sargodha,60.0
2025-02-01,2025-02,Potatoes,1 Kg,Multan,62.89
2025-02-01,2025-02,Potatoes,1 Kg,Bahawalpur,68.87
2025-02-01,2025-02,Potatoes,1 Kg,Karachi,73.15
2025-02-01,2025-02,Potatoes,1 Kg,Hyderabad,62.61
2025-02-01,2025-02,Potatoes,1 Kg,Sukkur,56.46
2025-02-01,2025-02,Potatoes,1 Kg,Larkana,53.94
2025-02-01,2025-02,Potatoes,1 Kg,Peshawar,89.17
2025-02-01,2025-02,Potatoes,1 Kg,Bannu,62.06
2025-02-01,2025-02,Potatoes,1 Kg,Quetta,74.55
2025-02-01,2025-02,Potatoes,1 Kg,Khuzdar,85.95
2025-02-01,2025-02,Onions,1 Kg,National Average,88.62
2025-02-01,2025-02,Onions,1 Kg,Islamabad,113.15
2025-02-01,2025-02,Onions,1 Kg,Rawalpindi,107.79
2025-02-01,2025-02,Onions,1 Kg,Gujranwala,93.22
2025-02-01,2025-02,Onions,1 Kg,Sialkot,100.0
2025-02-01,2025-02,Onions,1 Kg,Lahore,87.43
2025-02-01,2025-02,Onions,1 Kg,Faisalabad,83.2
2025-02-01,2025-02,Onions,1 Kg,Sargodha,80.0
2025-02-01,2025-02,Onions,1 Kg,Multan,82.81
2025-02-01,2025-02,Onions,1 Kg,Bahawalpur,93.12
2025-02-01,2025-02,Onions,1 Kg,Karachi,83.32
2025-02-01,2025-02,Onions,1 Kg,Hyderabad,72.25
2025-02-01,2025-02,Onions,1 Kg,Sukkur,80.0
2025-02-01,2025-02,Onions,1 Kg,Larkana,75.67
2025-02-01,2025-02,Onions,1 Kg,Peshawar,104.2
2025-02-01,2025-02,Onions,1 Kg,Bannu,87.68
2025-02-01,2025-02,Onions,1 Kg,Quetta,92.55
2025-02-01,2025-02,Onions,1 Kg,Khuzdar,81.58
2025-02-01,2025-02,Tomatoes,1 Kg,National Average,58.21
2025-02-01,2025-02,Tomatoes,1 Kg,Islamabad,86.14
2025-02-01,2025-02,Tomatoes,1 Kg,Rawalpindi,78.93
2025-02-01,2025-02,Tomatoes,1 Kg,Gujranwala,83.85
2025-02-01,2025-02,Tomatoes,1 Kg,Sialkot,77.07
2025-02-01,2025-02,Tomatoes,1 Kg,Lahore,70.65
2025-02-01,2025-02,Tomatoes,1 Kg,Faisalabad,60.77
2025-02-01,2025-02,Tomatoes,1 Kg,Sargodha,61.6
2025-02-01,2025-02,Tomatoes,1 Kg,Multan,58.71
2025-02-01,2025-02,Tomatoes,1 Kg,Bahawalpur,66.71
2025-02-01,2025-02,Tomatoes,1 Kg,Karachi,40.88
2025-02-01,2025-02,Tomatoes,1 Kg,Hyderabad,30.36
2025-02-01,2025-02,Tomatoes,1 Kg,Sukkur,36.63
2025-02-01,2025-02,Tomatoes,1 Kg,Larkana,42.71
2025-02-01,2025-02,Tomatoes,1 Kg,Peshawar,70.48
2025-02-01,2025-02,Tomatoes,1 Kg,Bannu,54.2
2025-02-01,2025-02,Tomatoes,1 Kg,Quetta,46.83
2025-02-01,2025-02,Tomatoes,1 Kg,Khuzdar,64.06
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,National Average,293.89
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Islamabad,348.79
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Rawalpindi,347.96
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Gujranwala,272.47
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Sialkot,280.0
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Lahore,285.79
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Faisalabad,295.76
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Sargodha,280.0
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Multan,315.95
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Bahawalpur,263.29
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Karachi,294.68
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Hyderabad,302.42
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Sukkur,275.0
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Larkana,280.0
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Peshawar,279.42
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Bannu,267.37
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Quetta,339.94
2025-03-01,2025-03,Pulse Masoor (Washed),1 Kg,Khuzdar,286.51
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,National Average,396.07
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Islamabad,432.27
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Rawalpindi,398.54
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Gujranwala,399.16
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Sialkot,387.48
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Lahore,397.72
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Faisalabad,341.62
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Sargodha,400.0
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Multan,388.76
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Bahawalpur,386.6
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Karachi,395.72
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Hyderabad,414.91
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Sukkur,400.0
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Larkana,346.54
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Peshawar,411.86
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Bannu,400.0
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Quetta,444.92
2025-03-01,2025-03,Pulse Moong (Washed),1 Kg,Khuzdar,400.0
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,National Average,463.12
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Islamabad,503.75
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Rawalpindi,489.9
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Gujranwala,427.42
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Sialkot,429.94
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Lahore,478.4
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Faisalabad,479.19
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Sargodha,479.16
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Multan,477.58
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Bahawalpur,453.27
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Karachi,419.38
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Hyderabad,437.9
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Sukkur,460.0
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Larkana,447.44
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Peshawar,444.7
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Bannu,484.71
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Quetta,502.44
2025-03-01,2025-03,Pulse Mash (Washed),1 Kg,Khuzdar,469.78
2025-03-01,2025-03,Pulse Gram,1 Kg,National Average,309.31
2025-03-01,2025-03,Pulse Gram,1 Kg,Islamabad,375.66
2025-03-01,2025-03,Pulse Gram,1 Kg,Rawalpindi,367.42
2025-03-01,2025-03,Pulse Gram,1 Kg,Gujranwala,274.51
2025-03-01,2025-03,Pulse Gram,1 Kg,Sialkot,272.47
2025-03-01,2025-03,Pulse Gram,1 Kg,Lahore,290.42
2025-03-01,2025-03,Pulse Gram,1 Kg,Faisalabad,300.0
2025-03-01,2025-03,Pulse Gram,1 Kg,Sargodha,282.29
2025-03-01,2025-03,Pulse Gram,1 Kg,Multan,298.82
2025-03-01,2025-03,Pulse Gram,1 Kg,Bahawalpur,281.41
2025-03-01,2025-03,Pulse Gram,1 Kg,Karachi,309.06
2025-03-01,2025-03,Pulse Gram,1 Kg,Hyderabad,304.1
2025-03-01,2025-03,Pulse Gram,1 Kg,Sukkur,296.35
2025-03-01,2025-03,Pulse Gram,1 Kg,Larkana,311.51
2025-03-01,2025-03,Pulse Gram,1 Kg,Peshawar,310.35
2025-03-01,2025-03,Pulse Gram,1 Kg,Bannu,296.63
2025-03-01,2025-03,Pulse Gram,1 Kg,Quetta,341.08
2025-03-01,2025-03,Pulse Gram,1 Kg,Khuzdar,373.21
2025-03-01,2025-03,Potatoes,1 Kg,National Average,62.95
2025-03-01,2025-03,Potatoes,1 Kg,Islamabad,79.09
2025-03-01,2025-03,Potatoes,1 Kg,Rawalpindi,75.7
2025-03-01,2025-03,Potatoes,1 Kg,Gujranwala,64.8
2025-03-01,2025-03,Potatoes,1 Kg,Sialkot,62.35
2025-03-01,2025-03,Potatoes,1 Kg,Lahore,65.05
2025-03-01,2025-03,Potatoes,1 Kg,Faisalabad,53.13
2025-03-01,2025-03,Potatoes,1 Kg,Sargodha,52.33
2025-03-01,2025-03,Potatoes,1 Kg,Multan,61.04
2025-03-01,2025-03,Potatoes,1 Kg,Bahawalpur,61.41
